Authors,Title,Journal/Booktitle,Volume/Pages,DOI,Type
"Rui Shu, Tianpei Xia, Laurie A. Williams, Tim Menzies",Better Security Bug Report Classification via Hyperparameter Optimization.,CoRR,abs/1905.06872(2019): ,http://arxiv.org/abs/1905.06872,article
"Zhe Yu 0002, Fahmid M. Fahid, Tim Menzies, Gregg Rothermel, Kyle Patrick, Snehit Cherian",TERMINATOR: Better Automated UI Test Case Prioritization.,CoRR,abs/1905.07019(2019): ,http://arxiv.org/abs/1905.07019,article
"Fahmid M. Fahid, Zhe Yu 0002, Tim Menzies",Better Technical Debt Detection via SURVEYing.,CoRR,abs/1905.08297(2019): ,http://arxiv.org/abs/1905.08297,article
"Zhe Yu 0002, Jeffrey C. Carver, Gregg Rothermel, Tim Menzies","Searching for Better Test Case Prioritization Schemes: a Case Study of
                AI-assisted Systematic Literature Review.",CoRR,abs/1909.07249(2019): ,http://arxiv.org/abs/1909.07249,article
"Xueqi Yang, Zhe Yu 0002, Junjie Wang 0001, Tim Menzies","An Expert System for Learning Software Engineering Knowledge (with Case Studies
                in Understanding Static Code Warning).",CoRR,abs/1911.01387(2019): ,http://arxiv.org/abs/1911.01387,article
"Rahul Krishna, Vivek Nair, Pooyan Jamshidi, Tim Menzies",Whence to Learn? Transferring Knowledge in Configurable Systems using BEETLE.,CoRR,abs/1911.01817(2019): ,http://arxiv.org/abs/1911.01817,article
"Rui Shu, Tianpei Xia, Jianfeng Chen, Laurie A. Williams, Tim Menzies",Improved Recognition of Security Bugs via Dual Hyperparameter Optimization.,CoRR,abs/1911.02476(2019): ,http://arxiv.org/abs/1911.02476,article
"Suvodeep Majumder, Rahul Krishna, Tim Menzies",Learning GENERAL Principles from Hundreds of Software Projects.,CoRR,abs/1911.04250(2019): ,http://arxiv.org/abs/1911.04250,article
"Amritanshu Agrawal, Tim Menzies",Is AI different for SE?,CoRR,abs/1912.04061(2019): ,http://arxiv.org/abs/1912.04061,article
"Tianpei Xia, Jianfeng Chen, Rui Shu, Tim Menzies",Sequential Model Optimization for Software Process Control.,CoRR,abs/1912.04189(2019): ,http://arxiv.org/abs/1912.04189,article
"N. C. Shrikanth, Tim Menzies",Assessing Practitioner Beliefs.,CoRR,abs/1912.10093(2019): ,http://arxiv.org/abs/1912.10093,article
"Vivek Nair, Tim Menzies, Norbert Siegmund, Sven Apel",Faster discovery of faster system configurations with spectral learning.,Autom. Softw. Eng.,25(2018): 247-277,https://doi.org/10.1007/s10515-017-0225-2,article
"Zhe Yu 0002, Nicholas A. Kraft, Tim Menzies",Finding better active learners for faster literature reviews.,Empir. Softw. Eng.,23(2018): 3161-3186,https://doi.org/10.1007/s10664-017-9587-0,article
"Jianfeng Chen, Vivek Nair, Tim Menzies",Beyond evolutionary algorithms for search-based software engineering.,Inf. Softw. Technol.,95(2018): 281-294,https://doi.org/10.1016/j.infsof.2017.08.007,article
"Amritanshu Agrawal, Wei Fu 0002, Tim Menzies","What is wrong with topic modeling? And how to fix it using search-based software
                engineering.",Inf. Softw. Technol.,98(2018): 74-88,https://doi.org/10.1016/j.infsof.2018.02.005,article
"Justyna Petke, Tim Menzies","Guest Editorial for the Special Section from the 9th International Symposium on
                Search Based Software Engineering.",Inf. Softw. Technol.,104(2018): 194,https://doi.org/10.1016/j.infsof.2018.10.002,article
"Rafael Prikladnicki, Tim Menzies",From Voice of Evidence to Redirections.,IEEE Softw.,35(2018): 11-13,https://doi.org/10.1109/MS.2017.4541053,article
"Ye Yang, Davide Falessi, Tim Menzies, Jairus Hihn",Actionable Analytics for Software Engineering.,IEEE Softw.,35(2018): 51-53,https://doi.org/10.1109/MS.2017.4541039,article
Tim Menzies,The Unreasonable Effectiveness of Software Analytics.,IEEE Softw.,35(2018): 96-98,https://doi.org/10.1109/MS.2018.1661323,article
"Tim Menzies, Thomas Zimmermann 0001",Software Analytics: What's Next?,IEEE Softw.,35(2018): 64-70,https://doi.org/10.1109/MS.2018.290111035,article
"George Mathew, Tim Menzies","Software Engineering's Top Topics, Trends, and Researchers.",IEEE Softw.,35(2018): 88-93,https://doi.org/10.1109/MS.2018.3571230,article
"Jaechang Nam, Wei Fu 0002, Sunghun Kim 0001, Tim Menzies, Lin Tan 0001",Heterogeneous Defect Prediction.,IEEE Trans. Software Eng.,44(2018): 874-896,https://doi.org/10.1109/TSE.2017.2720603,article
"Jianfeng Chen, Tim Menzies",RIOT: A Stochastic-Based Method for Workflow Scheduling in the Cloud.,IEEE CLOUD,2018: 318-325,https://doi.org/10.1109/CLOUD.2018.00047,inproceedings
"Chin-Jung Hsu, Vivek Nair, Tim Menzies, Vincent W. Freeh",Micky: A Cheaper Alternative for Selecting Cloud Instances.,IEEE CLOUD,2018: 409-416,https://doi.org/10.1109/CLOUD.2018.00058,inproceedings
Tim Menzies,Introduction to the Minitrack on Frontiers in AI and Software Engineering.,HICSS,2018: 1,https://hdl.handle.net/10125/50588,inproceedings
"Chin-Jung Hsu, Vivek Nair, Vincent W. Freeh, Tim Menzies",Arrow: Low-Level Augmented Bayesian Optimization for Finding the Best Cloud VM.,ICDCS,2018: 660-670,https://doi.org/10.1109/ICDCS.2018.00070,inproceedings
"Amritanshu Agrawal, Akond Rahman, Rahul Krishna, Alexander Sobran, Tim Menzies","We don't need another hero?: the impact of ""heroes"" on software development.",ICSE (SEIP),2018: 245-253,https://doi.org/10.1145/3183519.3183549,inproceedings
"Rahul Krishna, Amritanshu Agrawal, Akond Rahman, Alexander Sobran, Tim Menzies","What is the connection between issues, bugs, and enhancements?: lessons learned
                from 800+ software projects.",ICSE (SEIP),2018: 306-315,https://doi.org/10.1145/3183519.3183548,inproceedings
"Amritanshu Agrawal, Tim Menzies","Is ""better data"" better than ""better data miners""?: on the benefits of tuning
                SMOTE for defect prediction.",ICSE,2018: 1050-1061,https://doi.org/10.1145/3180155.3180197,inproceedings
"Vivek Nair, Amritanshu Agrawal, Jianfeng Chen, Wei Fu 0002, George Mathew, Tim Menzies, Leandro L. Minku, Markus Wagner 0007, Zhe Yu 0002",Data-driven search-based software engineering.,MSR,2018: 341-352,https://doi.org/10.1145/3196398.3196442,inproceedings
"Suvodeep Majumder, Nikhila Balaji, Katie Brey, Wei Fu 0002, Tim Menzies","500+ times faster than deep learning: a case study exploring faster methods for
                text mining stackoverflow.",MSR,2018: 554-563,https://doi.org/10.1145/3196398.3196424,inproceedings
"Zhe Yu 0002, Tim Menzies","Total recall, language processing, and software engineering.",NL4SE@ESEC/SIGSOFT FSE,2018: 10-13,https://doi.org/10.1145/3283812.3283818,inproceedings
"Di Chen, Wei Fu 0002, Rahul Krishna, Tim Menzies",Applications of psychological science for actionable analytics.,ESEC/SIGSOFT FSE,2018: 456-467,https://doi.org/10.1145/3236024.3236050,inproceedings
"Vivek Nair, Zhe Yu 0002, Tim Menzies, Norbert Siegmund, Sven Apel",Finding Faster Configurations using FLASH.,CoRR,abs/1801.02175(2018): ,http://arxiv.org/abs/1801.02175,article
"Vivek Nair, Amritanshu Agrawal, Jianfeng Chen, Wei Fu 0002, George Mathew, Tim Menzies, Leandro L. Minku, Markus Wagner 0007, Zhe Yu 0002",Data-Driven Search-based Software Engineering.,CoRR,abs/1801.10241(2018): ,http://arxiv.org/abs/1801.10241,article
"Suvodeep Majumder, Nikhila Balaji, Katie Brey, Wei Fu 0002, Tim Menzies","500+ Times Faster Than Deep Learning (A Case Study Exploring Faster Methods for
                Text Mining StackOverflow).",CoRR,abs/1802.05319(2018): ,http://arxiv.org/abs/1802.05319,article
"Chin-Jung Hsu, Vivek Nair, Tim Menzies, Vincent W. Freeh",Scout: An Experienced Guide to Find the Best Cloud Configuration.,CoRR,abs/1803.01296(2018): ,http://arxiv.org/abs/1803.01296,article
"Vivek Nair, Rahul Krishna, Tim Menzies, Pooyan Jamshidi",Transfer Learning with Bellwethers to find Good Configurations.,CoRR,abs/1803.03900(2018): ,http://arxiv.org/abs/1803.03900,article
"Wei Fu 0002, Tim Menzies, Di Chen, Amritanshu Agrawal","Building Better Quality Predictors Using ""ε-Dominance"".",CoRR,abs/1803.04608(2018): ,http://arxiv.org/abs/1803.04608,article
"Di Chen, Wei Fu 0002, Rahul Krishna, Tim Menzies",Applications of Psychological Science for Actionable Analytics.,CoRR,abs/1803.05067(2018): ,http://arxiv.org/abs/1803.05067,article
"Rahul Krishna, Suvodeep Majumder, Tim Menzies, Martin J. Shepperd",Bad Smells in Software Analytics Papers.,CoRR,abs/1803.05518(2018): ,http://arxiv.org/abs/1803.05518,article
"Chin-Jung Hsu, Vivek Nair, Tim Menzies, Vincent W. Freeh",Micky: A Cheaper Alternative for Selecting Cloud Instances.,CoRR,abs/1803.05587(2018): ,http://arxiv.org/abs/1803.05587,article
"Zhe Yu 0002, Christopher Theisen, Hyunwoo Sohn, Laurie A. Williams, Tim Menzies",Cost-aware Vulnerability Prediction: the HARMLESS Approach.,CoRR,abs/1803.06545(2018): ,http://arxiv.org/abs/1803.06545,article
"Tianpei Xia, Jianfeng Chen, George Mathew, Xipeng Shen, Tim Menzies",Why Software Effort Estimation Needs SBSE.,CoRR,abs/1804.00626(2018): ,http://arxiv.org/abs/1804.00626,article
"Amritanshu Agrawal, Huy Tu, Tim Menzies","Can You Explain That, Better? Comprehensible Text Analytics for SE Applications.",CoRR,abs/1804.10657(2018): ,http://arxiv.org/abs/1804.10657,article
"Tianpei Xia, Rahul Krishna, Jianfeng Chen, George Mathew, Xipeng Shen, Tim Menzies",Hyperparameter Optimization for Effort Estimation.,CoRR,abs/1805.00336(2018): ,http://arxiv.org/abs/1805.00336,article
"Junjie Wang 0001, Ye Yang, Rahul Krishna, Tim Menzies, Qing Wang 0001",Effective Automated Decision Support for Managing Crowdtesting.,CoRR,abs/1805.02744(2018): ,http://arxiv.org/abs/1805.02744,article
"Junjie Wang 0001, Mingyang Li, Song Wang 0009, Tim Menzies, Qing Wang 0001",Cutting Away the Confusion From Crowdtesting.,CoRR,abs/1805.02763(2018): ,http://arxiv.org/abs/1805.02763,article
"Junjie Wang 0001, Ye Yang, Zhe Yu 0002, Tim Menzies, Qing Wang 0001",Crowdtesting : When is The Party Over?,CoRR,abs/1805.03218(2018): ,http://arxiv.org/abs/1805.03218,article
"George Mathew, Tim Menzies",Better Metrics for Ranking SE Researchers.,CoRR,abs/1805.12124(2018): ,http://arxiv.org/abs/1805.12124,article
"Zhe Yu 0002, Tim Menzies","Total Recall, Language Processing, and Software Engineering.",CoRR,abs/1809.00039(2018): ,http://arxiv.org/abs/1809.00039,article
"Amritanshu Agrawal, Tim Menzies, Leandro L. Minku, Markus Wagner 0007, Zhe Yu 0002","Better Software Analytics via ""DUO"": Data Mining Algorithms Using/Used-by
                Optimizers.",CoRR,abs/1812.01550(2018): ,http://arxiv.org/abs/1812.01550,article
"Marouane Kessentini, Tim Menzies","A guest editorial: special issue on search based software engineering and data
                mining.",Autom. Softw. Eng.,24(2017): 573-574,https://doi.org/10.1007/s10515-017-0217-2,article
"Tim Menzies, William Nichols, Forrest Shull, Lucas Layman","Are delayed issues harder to resolve? Revisiting cost-to-fix of defects
                throughout the lifecycle.",Empir. Softw. Eng.,22(2017): 1903-1935,https://doi.org/10.1007/s10664-016-9469-x,article
"Tim Menzies, Ye Yang, George Mathew, Barry W. Boehm, Jairus Hihn",Negative results for software effort estimation.,Empir. Softw. Eng.,22(2017): 2658-2683,https://doi.org/10.1007/s10664-016-9472-2,article
"Rahul Krishna, Tim Menzies, Lucas Layman",Less is more: Minimizing code reorganization using XTREE.,Inf. Softw. Technol.,88(2017): 53-66,https://doi.org/10.1016/j.infsof.2017.03.012,article
"Rahul Pandita, Raoul Jetley, Sithu D. Sudarsan, Tim Menzies, Laurie A. Williams",TMAP: Discovering relevant API methods through text mining of API documentation.,J. Softw. Evol. Process.,29(2017): ,https://doi.org/10.1002/smr.1845,article
"Zhe Yu 0002, Tim Menzies","Data Balancing for Technologically Assisted Reviews: Undersampling or
                Reweighting.",CLEF (Working Notes),2017: ,https://ceur-ws.org/Vol-1866/paper_120.pdf,inproceedings
"Neil A. Ernst, John Klein, George Mathew, Tim Menzies",Using Stakeholder Preferences to Make Better Architecture Decisions.,ICSA Workshops,2017: 133-136,https://doi.org/10.1109/ICSAW.2017.19,inproceedings
"George Mathew, Amritanshu Agrawal, Tim Menzies",Trends in topics at SE conferences (1993-2013).,ICSE (Companion Volume),2017: 397-398,https://doi.org/10.1109/ICSE-C.2017.52,inproceedings
"George Mathew, Tim Menzies, Neil A. Ernst, John Klein","""SHORT""er Reasoning About Larger Requirements Models.",RE,2017: 154-163,https://doi.org/10.1109/RE.2017.31,inproceedings
"Wei Fu 0002, Tim Menzies",Easy over hard: a case study on deep learning.,ESEC/SIGSOFT FSE,2017: 49-60,https://doi.org/10.1145/3106237.3106256,inproceedings
"Wei Fu 0002, Tim Menzies",Revisiting unsupervised learning for defect prediction.,ESEC/SIGSOFT FSE,2017: 72-83,https://doi.org/10.1145/3106237.3106257,inproceedings
"Vivek Nair, Tim Menzies, Norbert Siegmund, Sven Apel",Using bad learners to find good configurations.,ESEC/SIGSOFT FSE,2017: 257-267,https://doi.org/10.1145/3106237.3106238,inproceedings
"Jianfeng Chen, Vivek Nair, Tim Menzies",Beyond Evolutionary Algorithms for Search-based Software Engineering.,CoRR,abs/1701.07950(2017): ,http://arxiv.org/abs/1701.07950,article
"Vivek Nair, Tim Menzies, Norbert Siegmund, Sven Apel",Faster Discovery of Faster System Configurations with Spectral Learning.,CoRR,abs/1701.08106(2017): ,http://arxiv.org/abs/1701.08106,article
"George Mathew, Tim Menzies, Neil A. Ernst, John Klein",Shorter Reasoning About Larger Requirements Models.,CoRR,abs/1702.05568(2017): ,http://arxiv.org/abs/1702.05568,article
"Vivek Nair, Tim Menzies, Norbert Siegmund, Sven Apel",Using Bad Learners to find Good Configurations.,CoRR,abs/1702.05701(2017): ,http://arxiv.org/abs/1702.05701,article
"Mitch Rees-Jones, Matthew Martin, Tim Menzies",Better Predictors for Issue Lifetime.,CoRR,abs/1702.07735(2017): ,http://arxiv.org/abs/1702.07735,article
"Di Chen, Kathryn T. Stolee, Tim Menzies","Replicating and Scaling up Qualitative Analysis using Crowdsourcing: A
                Github-based Case Study.",CoRR,abs/1702.08571(2017): ,http://arxiv.org/abs/1702.08571,article
"Wei Fu 0002, Tim Menzies",Revisiting Unsupervised Learning for Defect Prediction.,CoRR,abs/1703.00132(2017): ,http://arxiv.org/abs/1703.00132,article
"Wei Fu 0002, Tim Menzies",Easy over Hard: A Case Study on Deep Learning.,CoRR,abs/1703.00133(2017): ,http://arxiv.org/abs/1703.00133,article
"Rahul Krishna, Tim Menzies","Simpler Transfer Learning (Using ""Bellwethers"").",CoRR,abs/1703.06218(2017): ,http://arxiv.org/abs/1703.06218,article
"Amritanshu Agrawal, Tim Menzies","""Better Data"" is Better than ""Better Data Miners"" (Benefits of Tuning SMOTE for
                Defect Prediction).",CoRR,abs/1705.03697(2017): ,http://arxiv.org/abs/1705.03697,article
"Vivek Nair, Zhe Yu 0002, Tim Menzies",FLASH: A Faster Optimizer for SBSE Tasks.,CoRR,abs/1705.05018(2017): ,http://arxiv.org/abs/1705.05018,article
"Zhe Yu 0002, Tim Menzies","Testing Reading Tactics for Automated Reading Assistance: Is it Useful to Apply
                Old Knowledge?",CoRR,abs/1705.05420(2017): ,http://arxiv.org/abs/1705.05420,article
"Rahul Krishna, Tim Menzies",Learning Effective Changes For Software Projects.,CoRR,abs/1708.05442(2017): ,http://arxiv.org/abs/1708.05442,article
"Jianfeng Chen, Tim Menzies",RIOT: a Novel Stochastic Method for Rapidly Configuring Cloud-Based Workflows.,CoRR,abs/1708.08127(2017): ,http://arxiv.org/abs/1708.08127,article
"Rahul Krishna, Amritanshu Agrawal, Akond Rahman, Alexander Sobran, Tim Menzies","What is the Connection Between Issues, Bugs, and Enhancements? (Lessons Learned
                from 800+ Software Projects).",CoRR,abs/1710.08736(2017): ,http://arxiv.org/abs/1710.08736,article
"Amritanshu Agrawal, Akond Rahman, Rahul Krishna, Alexander Sobran, Tim Menzies","We Don't Need Another Hero? The Impact of ""Heroes"" on Software Development.",CoRR,abs/1710.09055(2017): ,http://arxiv.org/abs/1710.09055,article
"Akond Rahman, Amritanshu Agrawal, Rahul Krishna, Alexander Sobran, Tim Menzies",Continuous Integration: The Silver Bullet?,CoRR,abs/1711.03933(2017): ,http://arxiv.org/abs/1711.03933,article
"Chin-Jung Hsu, Vivek Nair, Vincent W. Freeh, Tim Menzies",Low-Level Augmented Bayesian Optimization for Finding the Best Cloud VM.,CoRR,abs/1712.10081(2017): ,http://arxiv.org/abs/1712.10081,article
"Wei Fu 0002, Tim Menzies, Xipeng Shen",Tuning for software analytics: Is it really necessary?,Inf. Softw. Technol.,76(2016): 135-146,https://doi.org/10.1016/j.infsof.2016.04.017,article
"Joseph Krall, Tim Menzies, Misty Davies","Learning Mitigations for Pilot Issues When Landing Aircraft (via Multiobjective
                Optimization and Multiagent Simulations).",IEEE Trans. Hum. Mach. Syst.,46(2016): 221-230,https://doi.org/10.1109/THMS.2015.2509980,article
Tim Menzies,How not to do it: anti-patterns for data science in software engineering.,ICSE (Companion Volume),2016: 887,https://doi.org/10.1145/2889160.2891047,inproceedings
"Rahul Krishna, Tim Menzies, Wei Fu 0002","Too much automation? the bellwether effect and its implications for transfer
                learning.",ASE,2016: 122-131,https://doi.org/10.1145/2970276.2970339,inproceedings
"Lucas Layman, Allen P. Nikora, Joshua Meek, Tim Menzies",Topic modeling of NASA space system problem reports: research in practice.,MSR,2016: 303-314,https://doi.org/10.1145/2901739.2901760,inproceedings
"Vivek Nair, Tim Menzies, Jianfeng Chen",An (Accidental) Exploration of Alternatives to Evolutionary Algorithms for SBSE.,SSBSE,2016: 96-111,https://doi.org/10.1007/978-3-319-47106-8_7,inproceedings
"Jianfeng Chen, Vivek Nair, Rahul Krishna, Tim Menzies","Is ""Sampling"" better than ""Evolution"" for Search-based Software Engineering?",CoRR,abs/1608.07617(2016): ,http://arxiv.org/abs/1608.07617,article
"George Mathew, Amritanshu Agrawal, Tim Menzies",Trends in Topics at SE Conferences (1993-2013).,CoRR,abs/1608.08100(2016): ,http://arxiv.org/abs/1608.08100,article
"Amritanshu Agrawal, Wei Fu 0002, Tim Menzies",What is Wrong with Topic Modeling? (and How to Fix it Using Search-based SE).,CoRR,abs/1608.08176(2016): ,http://arxiv.org/abs/1608.08176,article
"Morakot Choetkiertikul, Hoa Khanh Dam, Truyen Tran 0001, Trang Pham, Aditya Ghose, Tim Menzies",A deep learning model for estimating story points.,CoRR,abs/1609.00489(2016): ,http://arxiv.org/abs/1609.00489,article
"Wei Fu 0002, Tim Menzies, Xipeng Shen",Tuning for Software Analytics: is it Really Necessary?,CoRR,abs/1609.01759(2016): ,http://arxiv.org/abs/1609.01759,article
"Wei Fu 0002, Vivek Nair, Tim Menzies","Why is Differential Evolution Better than Grid Search for Tuning Defect
                Predictors?",CoRR,abs/1609.02613(2016): ,http://arxiv.org/abs/1609.02613,article
"Rahul Krishna, Tim Menzies, Lucas Layman",Recommendations for Intelligent Code Reorganization.,CoRR,abs/1609.03614(2016): ,http://arxiv.org/abs/1609.03614,article
"Tim Menzies, William Nichols, Forrest Shull, Lucas Layman","Are Delayed Issues Harder to Resolve? Revisiting Cost-to-Fix of Defects
                throughout the Lifecycle.",CoRR,abs/1609.04886(2016): ,http://arxiv.org/abs/1609.04886,article
"Tim Menzies, Ye Yang, George Mathew, Barry W. Boehm, Jairus Hihn",Negative Results for Software Effort Estimation.,CoRR,abs/1609.05563(2016): ,http://arxiv.org/abs/1609.05563,article
"Zhe Yu 0002, Nicholas A. Kraft, Tim Menzies","How to Read Less: Better Machine Assisted Reading Methods for Systematic
                Literature Reviews.",CoRR,abs/1612.03224(2016): ,http://arxiv.org/abs/1612.03224,article
"George Mathew, Tim Menzies, Jairus Hihn",Impacts of Bad ESP (Early Size Predictions) on Software Effort Estimation.,CoRR,abs/1612.03240(2016): ,http://arxiv.org/abs/1612.03240,article
"Rachel Harrison, Tim Menzies",Guest editorial: special issue on realizing AI synergies in software engineering.,Autom. Softw. Eng.,22(2015): 1-2,https://doi.org/10.1007/s10515-014-0174-y,article
"Rachel Harrison, Tim Menzies","Guest editorial: special issue on realizing AI synergies in software engineering
                (part 2).",Autom. Softw. Eng.,22(2015): 143-144,https://doi.org/10.1007/s10515-014-0177-8,article
"Tim Menzies, Corina S. Pasareanu","Guest editorial: special multi-issue on selected topics in Automated Software
                Engineering.",Autom. Softw. Eng.,22(2015): 289-290,https://doi.org/10.1007/s10515-015-0180-8,article
"Tim Menzies, Corina S. Pasareanu","Guest editorial: special multi-issue on selected topics in automated software
                engineering.",Autom. Softw. Eng.,22(2015): 437-438,https://doi.org/10.1007/s10515-015-0181-7,article
Tim Menzies,Cross-Project Data for Software Engineering.,Computer,48(2015): 6,https://doi.org/10.1109/MC.2015.381,article
"Ekrem Kocaguneli, Tim Menzies, Emilia Mendes",Transfer learning in effort estimation.,Empir. Softw. Eng.,20(2015): 813-843,https://doi.org/10.1007/s10664-014-9300-5,article
"Joseph Krall, Tim Menzies, Misty Davies",GALE: Geometric Active Learning for Search-Based Software Engineering.,IEEE Trans. Software Eng.,41(2015): 1001-1018,https://doi.org/10.1109/TSE.2015.2432024,article
"Fayola Peters, Tim Menzies, Lucas Layman","LACE2: Better Privacy-Preserving Data Sharing for Cross Project Defect
                Prediction.",ICSE (1),2015: 801-811,https://doi.org/10.1109/ICSE.2015.92,inproceedings
"Tim Menzies, Leandro L. Minku, Fayola Peters",The Art and Science of Analyzing Software Data; Quantitative Methods.,ICSE (2),2015: 959-960,https://doi.org/10.1109/ICSE.2015.306,inproceedings
"Luciano Baresi, Tim Menzies, Andreas Metzger, Thomas Zimmermann 0001",1st International Workshop on Big Data Software Engineering (BIGDSE 2015).,ICSE (2),2015: 965-966,https://doi.org/10.1109/ICSE.2015.308,inproceedings
"Jairus Hihn, Tim Menzies","Data Mining Methods and Cost Estimation Models: Why is it So Hard to Infuse New
                Ideas?",ASE Workshops,2015: 5-9,https://doi.org/10.1109/ASEW.2015.27,inproceedings
"Rahul Krishna, Tim Menzies",Actionable = Cluster + Contrast?,ASE Workshops,2015: 14-17,https://doi.org/10.1109/ASEW.2015.23,inproceedings
"Tim Menzies, Marjan Mernik","Special issue on realizing artificial intelligence synergies in software
                engineering.",Softw. Qual. J.,22(2014): 49-50,https://doi.org/10.1007/s11219-014-9228-4,article
"Joseph Krall, Tim Menzies, Misty Davies",Learning the Task Management Space of an Aircraft Approach Model.,AAAI Spring Symposia,2014: ,http://www.aaai.org/ocs/index.php/SSS/SSS14/paper/view/7693,inproceedings
"Tim Menzies, Christian Bird, Thomas Zimmermann 0001",Analyzing software data: after the gold rush (a goldfish-bowl panel).,ICSE Companion,2014: 103-104,https://doi.org/10.1145/2591062.2594395,inproceedings
"Harald C. Gall, Tim Menzies, Laurie A. Williams, Thomas Zimmermann 0001",Software Development Analytics (Dagstuhl Seminar 14261).,Dagstuhl Reports,4(2014): 64-83,https://doi.org/10.4230/DagRep.4.6.64,article
"Jacky Keung, Ekrem Kocaguneli, Tim Menzies","Finding conclusion stability for selecting the best effort predictor in software
                effort estimation.",Autom. Softw. Eng.,20(2013): 543-567,https://doi.org/10.1007/s10515-012-0108-5,article
"Ekrem Kocaguneli, Tim Menzies, Jacky W. Keung","Kernel methods for software effort estimation - Effects of different kernel
                functions and bandwidths on estimation accuracy.",Empir. Softw. Eng.,18(2013): 1-24,https://doi.org/10.1007/s10664-011-9189-1,article
"Tim Menzies, Günes Koru",Predictive models in software engineering.,Empir. Softw. Eng.,18(2013): 433-434,https://doi.org/10.1007/s10664-013-9252-1,article
"Yue Jiang 0001, Bojan Cukic, Tim Menzies, Jie Lin",Incremental Development of Fault Prediction Models.,Int. J. Softw. Eng. Knowl. Eng.,23(2013): 1399-1426,https://doi.org/10.1142/S0218194013500447,article
Tim Menzies,"Guest editorial for the Special Section on BEST PAPERS from the 2011 conference
                on Predictive Models in Software Engineering (PROMISE).",Inf. Softw. Technol.,55(2013): 1477-1478,https://doi.org/10.1016/j.infsof.2013.03.006,article
"Ekrem Kocaguneli, Tim Menzies",Software effort models should be assessed via leave-one-out validation.,J. Syst. Softw.,86(2013): 1879-1890,https://doi.org/10.1016/j.jss.2013.02.053,article
Tim Menzies,Beyond Data Mining.,IEEE Softw.,30(2013): 92,https://doi.org/10.1109/MS.2013.49,article
"Tim Menzies, Thomas Zimmermann 0001",Software Analytics: So What?,IEEE Softw.,30(2013): 31-37,https://doi.org/10.1109/MS.2013.86,article
"Tim Menzies, Thomas Zimmermann 0001",The Many Faces of Software Analytics.,IEEE Softw.,30(2013): 28-29,https://doi.org/10.1109/MS.2013.114,article
"Tim Menzies, Andrew Butcher, David R. Cok, Andrian Marcus, Lucas Layman, Forrest Shull, Burak Turhan, Thomas Zimmermann 0001",Local versus Global Lessons for Defect Prediction and Effort Estimation.,IEEE Trans. Software Eng.,39(2013): 822-834,https://doi.org/10.1109/TSE.2012.83,article
"Ekrem Kocaguneli, Tim Menzies, Jacky Keung, David R. Cok, Raymond J. Madachy","Active Learning and Effort Estimation: Finding the Essential Content of Software
                Effort Estimation Data.",IEEE Trans. Software Eng.,39(2013): 1040-1053,https://doi.org/10.1109/TSE.2012.88,article
"Fayola Peters, Tim Menzies, Liang Gong, Hongyu Zhang 0002",Balancing Privacy and Utility in Cross-Company Defect Prediction.,IEEE Trans. Software Eng.,39(2013): 1054-1068,https://doi.org/10.1109/TSE.2013.6,article
"Tim Menzies, Adam Brady, Jacky Keung, Jairus Hihn, Steve Williams, Oussama El-Rawas, Phillip Green II, Barry W. Boehm","Learning Project Management Decisions: A Case Study with Case-Based Reasoning
                versus Data Farming.",IEEE Trans. Software Eng.,39(2013): 1698-1713,https://doi.org/10.1109/TSE.2013.43,article
"Zhimin He, Fayola Peters, Tim Menzies, Ye Yang",Learning from Open-Source Projects: An Empirical Study on Defect Prediction.,ESEM,2013: 45-54,https://doi.org/10.1109/ESEM.2013.20,inproceedings
"Abdel Salam Sayyad, Joseph Ingram, Tim Menzies, Hany H. Ammar","Optimum feature selection in software product lines: Let your model and values
                guide your search.",CMSBSE@ICSE,2013: 22-27,https://doi.org/10.1109/CMSBSE.2013.6604432,inproceedings
"Abdel Salam Sayyad, Tim Menzies, Hany H. Ammar","On the value of user preferences in search-based software engineering: a case
                study in software product lines.",ICSE,2013: 492-501,https://doi.org/10.1109/ICSE.2013.6606595,inproceedings
"Sonia Haiduc, Gabriele Bavota, Andrian Marcus, Rocco Oliveto, Andrea De Lucia, Tim Menzies",Automatic query reformulations for text retrieval in software engineering.,ICSE,2013: 842-851,https://doi.org/10.1109/ICSE.2013.6606630,inproceedings
"Ekrem Kocaguneli, Thomas Zimmermann 0001, Christian Bird, Nachiappan Nagappan, Tim Menzies",Distributed development considered harmful?,ICSE,2013: 882-890,https://doi.org/10.1109/ICSE.2013.6606637,inproceedings
"Tim Menzies, Ekrem Kocaguneli, Fayola Peters, Burak Turhan, Leandro L. Minku",Data science for software engineering.,ICSE,2013: 1484-1486,https://doi.org/10.1109/ICSE.2013.6606752,inproceedings
"Christian Bird, Tim Menzies, Thomas Zimmermann 0001","1st international workshop on data analysis patterns in software engineering
                (DAPSE 2013).",ICSE,2013: 1517-1518,https://doi.org/10.1109/ICSE.2013.6606765,inproceedings
"Rachel Harrison, Sol J. Greenspan, Tim Menzies, Marjan Mernik, Pedro Rangel Henriques, Daniela Carneiro da Cruz, Daniel Rodríguez 0001","2nd international workshop on realizing artificial intelligence synergies in
                software engineering (RAISE 2013).",ICSE,2013: 1543-1544,https://doi.org/10.1109/ICSE.2013.6606778,inproceedings
